,title,price,link
306,"Acer Nitro V Gaming Laptop AMD Ryzen 7-7735HS with RTX 4050 6 GB Graphics (16 GB DDR5/512GB SSD/Windows 11 Home/Wi-Fi 6/144Hz) ANV15-41, 15.6"" FHD Display, 2.1 KG  ","74,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1MzU2NjM4NzIxMTU0NzE4OjE3Mjc3NjkxOTA6c3BfYnRmOjMwMDM0NDAzNDYyNzYzMjo6MDo6&url=%2FAcer-7-7735HS-Graphics-Windows-ANV15-41%2Fdp%2FB0DFWRZLK5%2Fref%3Dsr_1_21_sspa%3Fcrid%3D2Y51ZQCOJMJ4Q%26dib%3DeyJ2IjoiMSJ9.AU7R8i1no6n8vA9NPjZVdrdAtrHNKtEz9Y3mvdd9Z-1n-3j00AbOjlGkn8Fotf72eJHmc5lb7ulzfZbXHWHZggvzUyymzyGqsuHyqlaE4WgvSH8skDQbnx85Vi-12EshAmzwZZ_uX5hho29mckzSr_HyBNczUx_UKiR0BJuIdhEmkUFxsceSgJfmuntfvt0y9RXvGAjjvpbru566Sf5J6WR_scegJwCTcjhEv4lU-Qk.4_2FhAOnO_AWLFYvVX418EcSAGhSY6_XlkFYoGnaSwQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727769190%26sprefix%3Dlaptop%252Caps%252C1067%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
307,"MSI Crosshair 16 HX, Intel 14th Gen. Core i7 14650HX, 41CM QHD+ 240HzGaming Laptop(16GB/1TB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX 4060, 8GB GDDR6/Cosmos Gray/2.5Kg), D14VFKG-452IN  ","1,17,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1MzU2NjM4NzIxMTU0NzE4OjE3Mjc3NjkxOTA6c3BfYnRmOjMwMDM0MzE3MTU4NTQzMjo6MDo6&url=%2FMSI-Crosshair-14650HX-240HzGaming-D14VFKG-452IN%2Fdp%2FB0D2HZKSTH%2Fref%3Dsr_1_22_sspa%3Fcrid%3D2Y51ZQCOJMJ4Q%26dib%3DeyJ2IjoiMSJ9.AU7R8i1no6n8vA9NPjZVdrdAtrHNKtEz9Y3mvdd9Z-1n-3j00AbOjlGkn8Fotf72eJHmc5lb7ulzfZbXHWHZggvzUyymzyGqsuHyqlaE4WgvSH8skDQbnx85Vi-12EshAmzwZZ_uX5hho29mckzSr_HyBNczUx_UKiR0BJuIdhEmkUFxsceSgJfmuntfvt0y9RXvGAjjvpbru566Sf5J6WR_scegJwCTcjhEv4lU-Qk.4_2FhAOnO_AWLFYvVX418EcSAGhSY6_XlkFYoGnaSwQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727769190%26sprefix%3Dlaptop%252Caps%252C1067%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
308,"Acer Aspire Lite AMD Ryzen 5-5625U Premium Thin and Light Laptop (16 GB RAM/512 GB SSD/Windows 11 Home) AL15-41, 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG  ","32,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTozNDk0NTg2NTcwMzQ0NzQxOjE3Mjc3NjkyMDk6c3BfYXRmOjMwMDM1MDU1NTA1MzQzMjo6MDo6&url=%2FAcer-5-5625U-Premium-Windows-AL15-41%2Fdp%2FB0DG2GCTD7%2Fref%3Dsr_1_1_sspa%3Fcrid%3D2Y51ZQCOJMJ4Q%26dib%3DeyJ2IjoiMSJ9.AU7R8i1no6n8vA9NPjZVdrdAtrHNKtEz9Y3mvdd9Z-1n-3j00AbOjlGkn8Fotf72eJHmc5lb7ulzfZbXHWHZggvzUyymzyGqsuHyqlaE4WgvSH8skDQbnx85Vi-12EshAmzwZZ_uX5hho29mckzSr_HyBNczUx_UKiR0BJuIdhEmkUFxsceSgJfmuntfvt0y9RXvGAjjvpbru566Sf5J6WR_scegJwCTcjhEv4lU-Qk.4_2FhAOnO_AWLFYvVX418EcSAGhSY6_XlkFYoGnaSwQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727769209%26sprefix%3Dlaptop%252Caps%252C1067%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
309,"Acer Nitro V Gaming Laptop AMD Ryzen 7-7735HS with RTX 3050 6 GB Graphics (16 GB DDR5/512GB SSD/Windows 11 Home/Wi-Fi 6/144Hz) ANV15-41, 15.6"" FHD Display, 2.1 KG  ","67,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTozNDk0NTg2NTcwMzQ0NzQxOjE3Mjc3NjkyMDk6c3BfYXRmOjMwMDM0NDAzNDYyNzUzMjo6MDo6&url=%2FAcer-7-7735HS-Graphics-Windows-ANV15-41%2Fdp%2FB0DFWVTQQ7%2Fref%3Dsr_1_2_sspa%3Fcrid%3D2Y51ZQCOJMJ4Q%26dib%3DeyJ2IjoiMSJ9.AU7R8i1no6n8vA9NPjZVdrdAtrHNKtEz9Y3mvdd9Z-1n-3j00AbOjlGkn8Fotf72eJHmc5lb7ulzfZbXHWHZggvzUyymzyGqsuHyqlaE4WgvSH8skDQbnx85Vi-12EshAmzwZZ_uX5hho29mckzSr_HyBNczUx_UKiR0BJuIdhEmkUFxsceSgJfmuntfvt0y9RXvGAjjvpbru566Sf5J6WR_scegJwCTcjhEv4lU-Qk.4_2FhAOnO_AWLFYvVX418EcSAGhSY6_XlkFYoGnaSwQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727769209%26sprefix%3Dlaptop%252Caps%252C1067%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
310,"Acer Aspire Lite 12th Gen Intel Core i5-12450H Thin and Light Laptop(Win11Home/16GB RAM/512GB SSD/Intel UHD Graphics/MSO)AL15-52H, 39.62cm(15.6"") FHD IPS Display, Backlit Keyboard, Pure Silver, 1.7KG  ","41,990",https://amazon.in//Acer-i5-12450H-Win11Home-Graphics-AL15-52H/dp/B0DDL495SX/ref=sr_1_13?crid=2Y51ZQCOJMJ4Q&dib=eyJ2IjoiMSJ9.g7mVjr2rVl2bNNSpSXofrqCNKEUBy-r_a-CIRfagAU1Nq5E47fj2gQ7-x7iTS_x3d-Tl2ZvGf1dq3isXjLpaV6tyFiGkPYGijbIr0TeZRI38Uim3PY5XLFY_IwJ591qx3I5gfzuHpePSod9zXo0O1plCyeFrHOi_JnLy5SKi3CwcnuhitsO_jkW7rnpQ1MBVBlIT7zi3WMLZ-Tzn-paFYD5vKH2vhgW-Pf2BB-WOQ1A.1p7Lf_5R47WNF_9cF0Y6Ph3rB68Z0k8irdZ5YoSOoto&dib_tag=se&keywords=laptop&qid=1727768913&sprefix=laptop%2Caps%2C1067&sr=8-13
311,HP 15s Core i5 12th Gen (16GB RAM/512GB SSD/FHD/MS Office 21 /Backlit Keyboard /15.6-inch (39.6 cm)/FHD/Windows 11/Silver/1.69 kg) fy5009TU Laptop  ,"49,990",https://amazon.in//HP-Backlit-Keyboard-15-6-inch-fy5009TU/dp/B0D4M66F6R/ref=sr_1_3?crid=2Y51ZQCOJMJ4Q&dib=eyJ2IjoiMSJ9.AU7R8i1no6n8vA9NPjZVdrdAtrHNKtEz9Y3mvdd9Z-1n-3j00AbOjlGkn8Fotf72eJHmc5lb7ulzfZbXHWHZggvzUyymzyGqsuHyqlaE4WgvSH8skDQbnx85Vi-12EshAmzwZZ_uX5hho29mckzSr_HyBNczUx_UKiR0BJuIdhEmkUFxsceSgJfmuntfvt0y9RXvGAjjvpbru566Sf5J6WR_scegJwCTcjhEv4lU-Qk.4_2FhAOnO_AWLFYvVX418EcSAGhSY6_XlkFYoGnaSwQ&dib_tag=se&keywords=laptop&qid=1727769209&sprefix=laptop%2Caps%2C1067&sr=8-3
312,"HP Laptop 15s, 12th Gen Intel Core i3, 15.6-inch (39.6 cm), 8GB DDR4, 512GB SSD, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.69 kg), fq5007TU / FQ5327TU  ","36,990",https://amazon.in//HP-i3-1215U-15-6-inch-Graphics-Speakers/dp/B0BP2M7CCS/ref=sr_1_4?crid=2Y51ZQCOJMJ4Q&dib=eyJ2IjoiMSJ9.AU7R8i1no6n8vA9NPjZVdrdAtrHNKtEz9Y3mvdd9Z-1n-3j00AbOjlGkn8Fotf72eJHmc5lb7ulzfZbXHWHZggvzUyymzyGqsuHyqlaE4WgvSH8skDQbnx85Vi-12EshAmzwZZ_uX5hho29mckzSr_HyBNczUx_UKiR0BJuIdhEmkUFxsceSgJfmuntfvt0y9RXvGAjjvpbru566Sf5J6WR_scegJwCTcjhEv4lU-Qk.4_2FhAOnO_AWLFYvVX418EcSAGhSY6_XlkFYoGnaSwQ&dib_tag=se&keywords=laptop&qid=1727769209&sprefix=laptop%2Caps%2C1067&sr=8-4
313,"Acer Aspire Lite 13th Gen Intel Core i3-1305U Thin and Light Premium Laptop (Windows 11 Home/8 GB RAM/512GB SSD/36 WHR) AL15-53 with 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG  ","29,990",https://amazon.in//Acer-i3-1305U-Premium-Windows-AL15-53/dp/B0DB1SDB87/ref=sr_1_5?crid=2Y51ZQCOJMJ4Q&dib=eyJ2IjoiMSJ9.AU7R8i1no6n8vA9NPjZVdrdAtrHNKtEz9Y3mvdd9Z-1n-3j00AbOjlGkn8Fotf72eJHmc5lb7ulzfZbXHWHZggvzUyymzyGqsuHyqlaE4WgvSH8skDQbnx85Vi-12EshAmzwZZ_uX5hho29mckzSr_HyBNczUx_UKiR0BJuIdhEmkUFxsceSgJfmuntfvt0y9RXvGAjjvpbru566Sf5J6WR_scegJwCTcjhEv4lU-Qk.4_2FhAOnO_AWLFYvVX418EcSAGhSY6_XlkFYoGnaSwQ&dib_tag=se&keywords=laptop&qid=1727769209&sprefix=laptop%2Caps%2C1067&sr=8-5
314,"Acer Aspire Lite 13th Gen Intel Core i3-1305U Thin and Light Premium Laptop (Windows 11 Home/8 GB RAM/512GB SSD/36 WHR) AL15-53 with 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG  ","29,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyNTM3OTIzMTk1Nzg3MDcwOjE3Mjc3NjkyMDk6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDI4MDMwNjU3NDQzMjo6MDo6&url=%2FAcer-i3-1305U-Premium-Windows-AL15-53%2Fdp%2FB0DB1SDB87%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%253Aamzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%26crid%3D2Y51ZQCOJMJ4Q%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.w5FvFZd2oIEu-SvblUBATr6xXiftc_lQW2IBLQIwKbqUZOm5ZX7AQDF7ACsf9rlmggKna1ErXFpmH4EULOO4iA.IP9PDQVLEyaBekbmz3W17ktFA-b7Dk7y_pzmpX4fE7Y%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0DB1SDB87%26pd_rd_r%3De23dc174-e2e6-4bc5-85c8-ea2da366f728%26pd_rd_w%3De2Ebu%26pd_rd_wg%3Dc9PHX%26pf_rd_p%3Dcd33fa60-47cd-49f3-80b8-24b1f0cbef97%26pf_rd_r%3DKZNQRNPBBJWDXW6967C1%26qid%3D1727769209%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C1067%26sr%3D1-1-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
315,"HP 15s Core i3 12th Gen (8GB RAM/512GB SSD/FHD/MS Office 21/Windows 11/15.6"" (39.6cm)/Silver/1.69 kg) fy5011TU Laptop  ","34,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyNTM3OTIzMTk1Nzg3MDcwOjE3Mjc3NjkyMDk6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDM0MjQ3Nzc4ODczMjo6MTo6&url=%2FHP-Office-Windows-39-6cm-fy5011TU%2Fdp%2FB0D4LZMJ5Z%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%253Aamzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%26crid%3D2Y51ZQCOJMJ4Q%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.w5FvFZd2oIEu-SvblUBATr6xXiftc_lQW2IBLQIwKbqUZOm5ZX7AQDF7ACsf9rlmggKna1ErXFpmH4EULOO4iA.IP9PDQVLEyaBekbmz3W17ktFA-b7Dk7y_pzmpX4fE7Y%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0D4LZMJ5Z%26pd_rd_r%3De23dc174-e2e6-4bc5-85c8-ea2da366f728%26pd_rd_w%3De2Ebu%26pd_rd_wg%3Dc9PHX%26pf_rd_p%3Dcd33fa60-47cd-49f3-80b8-24b1f0cbef97%26pf_rd_r%3DKZNQRNPBBJWDXW6967C1%26qid%3D1727769209%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C1067%26sr%3D1-2-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
316,"Dell {Smartchoice} G15-5530 Core i5-13450HX| NVIDIA RTX 3050, 6GB (16GB RAM|1TB SSD, FHD|Window 11|MS Office' 21|15.6"" (39.62cm)|Dark Shadow Grey|2.65Kg|Gaming Laptop  ","72,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyNTM3OTIzMTk1Nzg3MDcwOjE3Mjc3NjkyMDk6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDMzMzcyNzA4MTkzMjo6Mjo6&url=%2FDell-Smartchoice-G15-5530-Gaming-i5-13450HX%2Fdp%2FB0CRKXDX83%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%253Aamzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%26crid%3D2Y51ZQCOJMJ4Q%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.w5FvFZd2oIEu-SvblUBATr6xXiftc_lQW2IBLQIwKbqUZOm5ZX7AQDF7ACsf9rlmggKna1ErXFpmH4EULOO4iA.IP9PDQVLEyaBekbmz3W17ktFA-b7Dk7y_pzmpX4fE7Y%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0CRKXDX83%26pd_rd_r%3De23dc174-e2e6-4bc5-85c8-ea2da366f728%26pd_rd_w%3De2Ebu%26pd_rd_wg%3Dc9PHX%26pf_rd_p%3Dcd33fa60-47cd-49f3-80b8-24b1f0cbef97%26pf_rd_r%3DKZNQRNPBBJWDXW6967C1%26qid%3D1727769209%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C1067%26sr%3D1-3-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
317,"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Intel UHD Graphics/Windows 11/MSO 21/1Yr ADP Free/3months Game Pass/Arctic Grey/1.63Kg), 82RK00VTIN  ","34,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyNTM3OTIzMTk1Nzg3MDcwOjE3Mjc3NjkyMDk6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDI1MDgzMTQ5MzMzMjo6Mzo6&url=%2FLenovo-IdeaPad-39-62cm-Warranty-82RK006DIN%2Fdp%2FB0B4JPC8GT%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%253Aamzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%26crid%3D2Y51ZQCOJMJ4Q%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.w5FvFZd2oIEu-SvblUBATr6xXiftc_lQW2IBLQIwKbqUZOm5ZX7AQDF7ACsf9rlmggKna1ErXFpmH4EULOO4iA.IP9PDQVLEyaBekbmz3W17ktFA-b7Dk7y_pzmpX4fE7Y%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0B4JPC8GT%26pd_rd_r%3De23dc174-e2e6-4bc5-85c8-ea2da366f728%26pd_rd_w%3De2Ebu%26pd_rd_wg%3Dc9PHX%26pf_rd_p%3Dcd33fa60-47cd-49f3-80b8-24b1f0cbef97%26pf_rd_r%3DKZNQRNPBBJWDXW6967C1%26qid%3D1727769209%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C1067%26sr%3D1-4-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
318,"HP Laptop 15s, 12th Gen Intel Core i3, 15.6-inch (39.6 cm), 8GB DDR4, 512GB SSD, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.69 kg), fq5007TU / FQ5327TU  ","36,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyNTM3OTIzMTk1Nzg3MDcwOjE3Mjc3NjkyMDk6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDI1MDgzMTQ5MzQzMjo6NDo6&url=%2FHP-i3-1215U-15-6-inch-Graphics-Speakers%2Fdp%2FB0BP2M7CCS%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%253Aamzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%26crid%3D2Y51ZQCOJMJ4Q%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.w5FvFZd2oIEu-SvblUBATr6xXiftc_lQW2IBLQIwKbqUZOm5ZX7AQDF7ACsf9rlmggKna1ErXFpmH4EULOO4iA.IP9PDQVLEyaBekbmz3W17ktFA-b7Dk7y_pzmpX4fE7Y%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0BP2M7CCS%26pd_rd_r%3De23dc174-e2e6-4bc5-85c8-ea2da366f728%26pd_rd_w%3De2Ebu%26pd_rd_wg%3Dc9PHX%26pf_rd_p%3Dcd33fa60-47cd-49f3-80b8-24b1f0cbef97%26pf_rd_r%3DKZNQRNPBBJWDXW6967C1%26qid%3D1727769209%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C1067%26sr%3D1-5-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
319,"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/512 GB SSD/Win11 Home/38 WHR/HD Webcam) A325-45 with 39.63 cm (15.6"") HD Display, Pure Silver, 1.5 KG  ","20,990",https://amazon.in//Acer-Celeron-Processor-LPDDR4X-A325-45/dp/B0D7PYTTGH/ref=sr_1_6?crid=2Y51ZQCOJMJ4Q&dib=eyJ2IjoiMSJ9.AU7R8i1no6n8vA9NPjZVdrdAtrHNKtEz9Y3mvdd9Z-1n-3j00AbOjlGkn8Fotf72eJHmc5lb7ulzfZbXHWHZggvzUyymzyGqsuHyqlaE4WgvSH8skDQbnx85Vi-12EshAmzwZZ_uX5hho29mckzSr_HyBNczUx_UKiR0BJuIdhEmkUFxsceSgJfmuntfvt0y9RXvGAjjvpbru566Sf5J6WR_scegJwCTcjhEv4lU-Qk.4_2FhAOnO_AWLFYvVX418EcSAGhSY6_XlkFYoGnaSwQ&dib_tag=se&keywords=laptop&qid=1727769209&sprefix=laptop%2Caps%2C1067&sr=8-6
320,"ASUS Vivobook 15, Intel Core i5-12500H 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (16GB RAM/512GB/Win11/Office 2021/Silver/1.7 kg), X1502ZA-EJ542WS  ","47,990",https://amazon.in//ASUS-Vivobook-i5-12500H-Laptop-X1502ZA-EJ542WS/dp/B0C5Y3JBC4/ref=sr_1_7?crid=2Y51ZQCOJMJ4Q&dib=eyJ2IjoiMSJ9.AU7R8i1no6n8vA9NPjZVdrdAtrHNKtEz9Y3mvdd9Z-1n-3j00AbOjlGkn8Fotf72eJHmc5lb7ulzfZbXHWHZggvzUyymzyGqsuHyqlaE4WgvSH8skDQbnx85Vi-12EshAmzwZZ_uX5hho29mckzSr_HyBNczUx_UKiR0BJuIdhEmkUFxsceSgJfmuntfvt0y9RXvGAjjvpbru566Sf5J6WR_scegJwCTcjhEv4lU-Qk.4_2FhAOnO_AWLFYvVX418EcSAGhSY6_XlkFYoGnaSwQ&dib_tag=se&keywords=laptop&qid=1727769209&sprefix=laptop%2Caps%2C1067&sr=8-7
321,"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/512 GB SSD/Win11 Home/38 Whr/HD Webcam) A324-45 with 35.56 cm (14"") HD Display, Pure Silver, 1.3 KG  ","19,990",https://amazon.in//Acer-Celeron-Processor-LPDDR4X-A324-45/dp/B0D7PSTHRD/ref=sr_1_14?crid=2Y51ZQCOJMJ4Q&dib=eyJ2IjoiMSJ9.g7mVjr2rVl2bNNSpSXofrqCNKEUBy-r_a-CIRfagAU1Nq5E47fj2gQ7-x7iTS_x3d-Tl2ZvGf1dq3isXjLpaV6tyFiGkPYGijbIr0TeZRI38Uim3PY5XLFY_IwJ591qx3I5gfzuHpePSod9zXo0O1plCyeFrHOi_JnLy5SKi3CwcnuhitsO_jkW7rnpQ1MBVBlIT7zi3WMLZ-Tzn-paFYD5vKH2vhgW-Pf2BB-WOQ1A.1p7Lf_5R47WNF_9cF0Y6Ph3rB68Z0k8irdZ5YoSOoto&dib_tag=se&keywords=laptop&qid=1727768913&sprefix=laptop%2Caps%2C1067&sr=8-14
322,"ASUS Vivobook 14 Thin and Light Laptop, IntelCore i3-1215U 12th Gen, 14"" (35.56 cm) FHD, (8 GB RAM/512GB SSD/Win11/Office 2021/Fingerprint/42WHr /Blue/1.40 kg), X1404ZA-NK321WS  ","30,990",https://amazon.in//ASUS-Vivobook-IntelCore-Fingerprint-X1404ZA-NK321WS/dp/B0CCP9PH92/ref=sr_1_8?crid=2Y51ZQCOJMJ4Q&dib=eyJ2IjoiMSJ9.AU7R8i1no6n8vA9NPjZVdrdAtrHNKtEz9Y3mvdd9Z-1n-3j00AbOjlGkn8Fotf72eJHmc5lb7ulzfZbXHWHZggvzUyymzyGqsuHyqlaE4WgvSH8skDQbnx85Vi-12EshAmzwZZ_uX5hho29mckzSr_HyBNczUx_UKiR0BJuIdhEmkUFxsceSgJfmuntfvt0y9RXvGAjjvpbru566Sf5J6WR_scegJwCTcjhEv4lU-Qk.4_2FhAOnO_AWLFYvVX418EcSAGhSY6_XlkFYoGnaSwQ&dib_tag=se&keywords=laptop&qid=1727769209&sprefix=laptop%2Caps%2C1067&sr=8-8
323,"ASUS Vivobook 15 Thin and Light Laptop,Intel Core i5-12500H 12th Gen, 15.6"" (39.62 cm) FHD, (16GB RAM/512GB/Win11/Office 2021/Blue/1.7 kg), X1502ZA-EJ541WS  ","47,990",https://amazon.in//ASUS-Vivobook-i5-12500H-Laptop-X1502ZA-EJ541WS/dp/B0C7H6SSC8/ref=sr_1_9?crid=2Y51ZQCOJMJ4Q&dib=eyJ2IjoiMSJ9.AU7R8i1no6n8vA9NPjZVdrdAtrHNKtEz9Y3mvdd9Z-1n-3j00AbOjlGkn8Fotf72eJHmc5lb7ulzfZbXHWHZggvzUyymzyGqsuHyqlaE4WgvSH8skDQbnx85Vi-12EshAmzwZZ_uX5hho29mckzSr_HyBNczUx_UKiR0BJuIdhEmkUFxsceSgJfmuntfvt0y9RXvGAjjvpbru566Sf5J6WR_scegJwCTcjhEv4lU-Qk.4_2FhAOnO_AWLFYvVX418EcSAGhSY6_XlkFYoGnaSwQ&dib_tag=se&keywords=laptop&qid=1727769209&sprefix=laptop%2Caps%2C1067&sr=8-9
324,"ASUS Vivobook 16, IntelCore i3-1215U 12th Gen, Thin and Light Laptop, 16-inch (40.64 cm) FHD+, (8 GB RAM/512GB SSD/Windows 11/Fingerprint/Black/1.88kg), X1605ZAB-MB322WS  ","31,990",https://amazon.in//ASUS-Vivobook-Intel%C2%AECoreTM-FingerPrint-X1605ZAB-MB322WS/dp/B0CFVYSZFG/ref=sr_1_10?crid=2Y51ZQCOJMJ4Q&dib=eyJ2IjoiMSJ9.AU7R8i1no6n8vA9NPjZVdrdAtrHNKtEz9Y3mvdd9Z-1n-3j00AbOjlGkn8Fotf72eJHmc5lb7ulzfZbXHWHZggvzUyymzyGqsuHyqlaE4WgvSH8skDQbnx85Vi-12EshAmzwZZ_uX5hho29mckzSr_HyBNczUx_UKiR0BJuIdhEmkUFxsceSgJfmuntfvt0y9RXvGAjjvpbru566Sf5J6WR_scegJwCTcjhEv4lU-Qk.4_2FhAOnO_AWLFYvVX418EcSAGhSY6_XlkFYoGnaSwQ&dib_tag=se&keywords=laptop&qid=1727769209&sprefix=laptop%2Caps%2C1067&sr=8-10
325,"MSI Thin 15, Intel Core i5-12450H, 40CM FHD 144Hz Gaming Laptop(8GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 2050,GDDR6 4GB/Cosmos Gray/1.86Kg), B12UCX-1696IN  ","42,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTozNDk0NTg2NTcwMzQ0NzQxOjE3Mjc3NjkyMDk6c3BfbXRmOjMwMDI0NjA4OTY2MTIzMjo6MDo6&url=%2FMSI-i5-12450H-Windows-GeForce-B12UCX-1696IN%2Fdp%2FB0CV9S9VTM%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2Y51ZQCOJMJ4Q%26dib%3DeyJ2IjoiMSJ9.AU7R8i1no6n8vA9NPjZVdrdAtrHNKtEz9Y3mvdd9Z-1n-3j00AbOjlGkn8Fotf72eJHmc5lb7ulzfZbXHWHZggvzUyymzyGqsuHyqlaE4WgvSH8skDQbnx85Vi-12EshAmzwZZ_uX5hho29mckzSr_HyBNczUx_UKiR0BJuIdhEmkUFxsceSgJfmuntfvt0y9RXvGAjjvpbru566Sf5J6WR_scegJwCTcjhEv4lU-Qk.4_2FhAOnO_AWLFYvVX418EcSAGhSY6_XlkFYoGnaSwQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727769209%26sprefix%3Dlaptop%252Caps%252C1067%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
